voltageLevelId;xPosition;yPosition;xLabelPosition;yLabelPosition
CHARPP3;719738;-2094868;714906;-2097575
CHARPP6;724733;-2075127;730074;-2076915
CHARPP7;712191;-2082375;695756;-2078369
CHARRP4;458879;-2169416;458879;-2169416
CHARTP4;523777;-2358856;521576;-2357345
CHARVP3;814340;-2049790;814340;-2049790
CHAS5P3;735461;-2031878;731251;-2030484
CHASTP6;531640;-2020657;523153;-2023589
CHAT6P4;340625;-2220163;340630;-2222641
CHAT7P4;504686;-2221562;505786;-2218509
CHAT8P5;941642;-1834642;938654;-1833576
CHAT9P1;784096;-2364793;784096;-2364793
CHAT9P4;784096;-2364793;784096;-2364793
CHATIP6;528915;-2395737;531604;-2397497
CHATRP4;499585;-2135278;501953;-2136592
CHAV5P4;297267;-2246787;301643;-2242899
CHAV6P3;881774;-2058537;882981;-2052072
CHAV6P6;886435;-2064183;879199;-2061781
CHAVAP3;873208;-2042451;869586;-2038332
CHAVEP4;398146;-2086965;403405;-2087161
CHAZ5P3;700955;-2054202;705186;-2056370
CHAZEP3;665546;-2198580;666772;-2196936
CHECYP4;574578;-2304832;577649;-2306256
CHED5P2;972189;-2051913;977491;-2050032
CHEDDP2;966472;-2053637;969996;-2050880
CHEMEP4;539429;-2244108;537866;-2245338
CHEMIP4;346031;-2281466;347016;-2282969
CHENEP3;599107;-2371267;602307;-2367304
CHENEP6;595374;-2363785;603955;-2365101
CHEPPP3;786739;-2448474;784736;-2449904
CHERBP4;307090;-2578823;302964;-2580441
CHERRP4;481771;-2351159;481261;-2353195
CHESNP1;640904;-2349512;640904;-2349512
CHESNP3;650399;-2364298;643491;-2363570
CHESNP6;641737;-2358109;630354;-2364157
CHESNP7;639513;-2344967;618521;-2335554
CHESSP3;735595;-2094077;735595;-2094077
CHEV5P3;282014;-2283297;272878;-2281679
CHEV5P6;287395;-2276629;279811;-2264815
CHEV6P4;428620;-2393645;426616;-2394319
CHEV8P3;893305;-2058793;888716;-2058695
CHEVAP7;645955;-2596291;657843;-2587402
CHEVIP6;565434;-2390200;581158;-2395476
CHEVRP3;980785;-2018958;984334;-2019305
CHEY6P7;891889;-2005912;899156;-2003724
CHEYLP3;796309;-1948964;799619;-1948149
CHEZYP3;737809;-2460028;735691;-2460671
CHIN2P7;460214;-2267777;478931;-2269428
CHIN5P4;433208;-2281413;432447;-2277148
CHINXP7;442685;-2266416;425573;-2267807
CHOC5P4;595827;-2646664;595965;-2643803
CHOLEP4;341145;-2257444;337262;-2252446
CHOLEP6;346353;-2261715;355788;-2253710
CHOLOP3;847006;-2372437;846412;-2368224
CHOO1P7;770799;-2560196;769607;-2564551
CHOO2P7;774230;-2551109;790251;-2557503
CHOO5P3;834340;-2554414;831508;-2556451
CHOO5P6;850110;-2549447;853213;-2552334
CHOUYP3;688462;-2521017;688203;-2518222
CIERPP3;402200;-1737354;407039;-1733822
CIEURP3;477579;-1951166;479363;-1945170
CINTEP3;493599;-1794035;498754;-1792335
CIOTAP3;903491;-1765541;903449;-1766956
CIREYP3;947251;-2392454;944386;-2393061
CIROLP1;575719;-2359810;575719;-2359810
CIROLP6;579392;-2364747;580670;-2368679
CIROLP7;573047;-2354874;565814;-2346198
CISSAP3;281661;-2042173;276405;-2047027
CISSAP6;288354;-2036124;287060;-2041190
CIVAUP7;461693;-2140206;449421;-2141156
CIVRAP4;427778;-2165372;432768;-2164069
CIVRIP3;733698;-2093757;731021;-2096833
CIZE P3;821373;-2110098;815486;-2111121
CIZE P6;826277;-2100502;832179;-2101813
CLAIRP3;924892;-2335176;924013;-2336796
CLAMEP3;681520;-2262738;678842;-2263968
CLAV5P3;876704;-1972485;880485;-1971393
CLAVAP3;878409;-1966027;878409;-1966027
CLAYEP3;703154;-2138965;705775;-2140039
CLEDEP3;101001;-2491641;98964;-2493762
CLEONP4;477533;-2500194;477241;-2498200
CLEONP6;474752;-2494549;468593;-2492736
CLERAP7;437590;-2062532;439432;-2051391
CLIMAP3;559790;-2449836;560186;-2451655
CLOCHP6;708650;-2583475;696152;-2579699
CLONAP3;732415;-2000174;732415;-2000174
CLUNYP3;761789;-2136302;765741;-2134391
CLUS5P3;832170;-2097896;831167;-2099193
CLUSEP3;946787;-2085989;946312;-2086472
CNNAYP3;282236;-2289159;274757;-2290591
CNREIP3;665550;-2535544;663324;-2537235
COARRP3;332697;-1793863;338529;-1796639
COATAP3;62820;-2479049;64158;-2481655
COCHEP1;924880;-1990350;922308;-1985550
COCHEP3;942950;-2001747;940232;-2002247
COCHEP7;920115;-1994531;924645;-1996191
CODOLP3;765579;-1853889;765579;-1853889
COGNAP4;359299;-2123178;362996;-2124634
COIG5P3;491355;-2410777;491355;-2410777
COINDP1;587467;-2070213;587860;-2072813
COINDP4;580719;-2070090;574883;-2068170
COISEP1;829732;-2124645;829732;-2124645
COISEP3;830232;-2124645;830507;-2125477
COL  P5;911621;-1959711;911505;-1954336
COL.NP3;987243;-2334912;988042;-2330963
COL.OP3;959744;-2346399;957383;-2347955
COLAYP3;403451;-1938266;398762;-1933043
COLAYP6;406218;-1945018;411874;-1946727
COLLOP3;731967;-2229637;729063;-2228569
COLMAP3;953664;-2344619;952505;-2345662
COLO5P3;463187;-1851151;460182;-1854306
COLO6P3;763791;-1833588;761513;-1830726
COLO9P4;385689;-2166549;385689;-2166549
COLOMP4;465296;-2257172;460926;-2257875
COLONP6;693096;-2406095;687491;-2405242
COLUMP4;620542;-2327731;621788;-2329560
COMB5P3;786215;-1974537;791405;-1974922
COMB6P3;546266;-1901951;547782;-1902925
COMB7P4;401541;-2072651;395147;-2070647
COMBEP3;816684;-1894456;819807;-1894086
COMBOP4;294119;-2428128;296989;-2429403
COMM6P3;824411;-2432856;822913;-2434090
COMM7P4;442791;-2384032;447487;-2383205
COMM7P6;446102;-2389371;453360;-2389233
COMMAP4;487730;-2279766;491642;-2276216
COMMEP3;579834;-2148425;575961;-2151749
COMMUP6;706183;-2222048;698516;-2222046
COMPEP3;777769;-2438128;777764;-2439669
COMPIP3;674305;-2516560;677380;-2524128
COMPIP6;679952;-2514712;677791;-2521599
COMPSP6;617308;-2113293;615452;-2115148
COMTAP3;821899;-1871215;824522;-1870313
CONCAP3;101709;-2390163;98777;-2385493
CONCAP6;104721;-2396313;108958;-2400100
CONCEP6;861487;-1729369;856742;-1722376
CONDOP3;375223;-1882954;374235;-1884853
CONF5P1;852030;-1994950;853957;-1996000
CONF5P6;847138;-1982946;841060;-1984271
CONF6P4;470762;-2143660;467638;-2138460
CONFLP3;866111;-2269578;861920;-2268370
CONNEP4;456366;-2352055;457892;-2348305
CONRAP3;276335;-2298618;276335;-2298618
CONSTP1;247533;-1953013;248069;-1955869
CONSTP6;256542;-1954811;257791;-1956774
CONT5P3;810146;-2425309;810146;-2425309
CONTAP3;959024;-2001125;956408;-2002736
CONTAP6;967254;-2008828;973039;-2009830
CONTEP3;990192;-1814137;988301;-1809504
CONTRP4;538923;-2251454;535619;-2252901
CONVEP6;557619;-2406746;552098;-2407625
COQU5P6;584146;-2375274;580498;-2375039
COQU766;587463;-2577061;587463;-2577061
COQUAP4;431025;-2508410;426517;-2508181
COQUAP6;424021;-2494469;424361;-2484484
COR.PP6;257654;-2319452;245655;-2312430
COR.PP7;280652;-2328148;295674;-2326838
CORB7P3;596987;-2381461;596467;-2383775
CORB8P2;902010;-1979953;898344;-1977979
CORB8P3;905958;-1980129;908034;-1981136
CORB9P3;687500;-2241027;691416;-2240738
CORBIP4;370879;-2314611;376254;-2312294
CORBIP6;375015;-2318531;384063;-2314041
CORD5P6;233256;-2299093;230968;-2288749
CORD6P3;537040;-1911607;537813;-1912803
CORDEP6;857053;-1934700;863797;-1930865
CORDIP4;416075;-2434574;422198;-2430664
CORDYP4;563854;-2265166;568561;-2265406
CORGOP3;694456;-2250733;697824;-2252510
CORIOP6;667879;-2413276;658556;-2405801
CORM5P4;511463;-2189806;507484;-2186741
CORMEP6;541855;-2476426;548061;-2476261
CORN6P3;916009;-2290279;915472;-2285831
CORNEP4;516239;-2519746;519895;-2519218
CORNIP1;910888;-2074518;910888;-2074518
CORNIP3;929078;-2071059;931564;-2065513
CORNIP6;920450;-2080040;933892;-2079681
CORNIP7;908476;-2067694;917665;-2062005
COSNEP3;649767;-2259472;657176;-2256132
COSNIP4;299944;-2323321;299944;-2323321
COSSIP3;707682;-2356724;704876;-2353534
COSSIP6;712496;-2353696;718619;-2351039
COTE P4;521142;-2151921;515006;-2150239
COTELP4;794952;-2414363;794952;-2414363
COTONP4;518532;-2513018;520151;-2514181
COUB6P3;805934;-2232448;805934;-2232448
COUBEP6;692298;-2353657;690479;-2357181
COUCHP3;755136;-2273544;758037;-2273703
COUCHP6;763733;-2265684;751528;-2262401
COUDEP4;617363;-2680879;617089;-2682270
COUDOP3;907052;-1735284;903598;-1732832
COUDOP6;907502;-1742283;902055;-1732526
COUDRP4;458374;-2371262;454939;-2372630
COUE5P4;458756;-2307526;456400;-2304046
COUESP6;621631;-1924184;617650;-1915960
COUFFP1;600815;-1846141;599687;-1842474
COUFFP6;604630;-1853687;598321;-1854801
COUGNP3;252054;-1878734;252029;-1880140
COUL5P3;670932;-1856405;672956;-1857581
COULAP3;774560;-1928305;779050;-1926419
COULAP7;723035;-1908669;691156;-1905570
COULEP3;627819;-2171033;627819;-2171033
COULIP4;484106;-2479608;484106;-2479608
COULLP4;608405;-2290058;609488;-2286223
COULOP3;743585;-2412824;743433;-2414313
COUPVP6;719315;-2445872;719315;-2445872
COUR P4;428923;-2171231;433205;-2168368
COURSP3;711228;-2106575;706386;-2107321
COUTAP4;312841;-2507903;303865;-2505845
COUTRP4;372277;-2031708;372720;-2033370
CPBLAP3;752868;-1988433;752868;-1988433
CPBLAP6;783723;-1989194;780683;-1981642
CPDIVP3;756681;-2213797;756763;-2214817
CPFL5P4;428138;-2382730;424720;-2380148
CPFL5P6;423886;-2397099;417434;-2394420
CPFLEP3;735671;-1815513;733658;-1815958
CPIG5P3;664888;-2350728;666589;-2346679
CPIGNP3;890425;-2395186;888346;-2396377
CPNACP4;481169;-2114650;476882;-2111741
CPNI5P1;430517;-2119073;435033;-2120211
CPNI5P4;424407;-2126378;426450;-2127860
CPNIEP3;870014;-1961325;868809;-1955586
CPNIEP6;855302;-1956778;878225;-1955356
CPNIEP7;837541;-1955948;827279;-1958273
CPNOLP3;859846;-2174707;860576;-2177898
CPNOLP6;874671;-2174895;868456;-2176677
CPNY P1;935946;-1995621;935946;-1995621
CPNY P3;936446;-1995621;945816;-2001844
CPRADP3;618806;-2088515;617900;-2090465
CPVANP3;759400;-2233141;762945;-2229749
CPVANP6;765523;-2239931;766600;-2225442
CPVERP3;673626;-2203353;673585;-2205512
CRAIEP1;698103;-2297159;698103;-2297159
CRAIEP3;698603;-2297159;698603;-2297159
CRAN P3;887511;-2053665;890548;-2050328
CRAONP4;341440;-2369222;346900;-2367166
CRAPOP3;733005;-2072958;739394;-2071141
CRAYW66;629301;-2695328;629301;-2695328
CREC5P3;631956;-2130600;631956;-2130600
CREC6P4;633722;-2663288;631631;-2663957
CREC6P6;636474;-2669396;631414;-2659913
CRECHP3;768211;-2120259;773123;-2119894
CREDIP3;201836;-2398146;201787;-2400110
CREMAP3;797469;-1872828;798387;-1874163
CRENEP1;821276;-2329313;825443;-2327297
CRENEP3;797877;-2328655;802088;-2322784
CRENEP6;807268;-2328911;801775;-2318375
CRENEP7;831152;-2325132;837376;-2325607
CREPIP3;771394;-2069915;771394;-2069915
CRESSP3;653897;-2159533;653897;-2159533
CRESTP3;809322;-1922229;811334;-1923109
CRETAP6;602121;-2413386;613145;-2405281
CREULP4;347973;-2515255;344075;-2513183
CREUSP3;720433;-2197307;720515;-2198328
CREUTP3;932219;-2434474;932301;-2435495
CREVEP3;753119;-2396915;753119;-2396915
CREYSP7;845626;-2066521;839077;-2057415
CREZAP3;750656;-2452866;753435;-2451900
CRIMEP6;663301;-2474974;659979;-2476498
CRIMOP3;825188;-2247605;828528;-2245134
CRIQUP4;491394;-2554535;491410;-2556025
CROI5P4;587485;-2575086;587279;-2572241
CROI6P6;805196;-1864663;810150;-1858021
CROISP4;457272;-2517621;460113;-2517865
CROIXP4;676198;-2643624;674493;-2644635
CROIXP6;681142;-2658825;675072;-2657641
CROLLP6;897345;-1986722;903329;-1982902
CRONEP3;1025507;-2391123;1021826;-2390983
CROQUP4;361435;-2405373;366163;-2404444
CROSNP3;662411;-2394969;662411;-2394969
CROUXP3;597177;-1886914;598368;-1888719
CROUZP3;527188;-1947266;521000;-1947015
CROUZP6;520519;-1951672;521296;-1939900
CROZEP3;539118;-1737781;534427;-1734033
CROZOP3;54113;-2444928;50514;-2440666
CRUA5P6;775420;-1931515;766290;-1933120
CRUA5P7;708486;-1921883;705184;-1925583
CRUASP3;821951;-1929093;822317;-1930064
CRUCHP4;432094;-2368888;431276;-2370728
CRUELP4;280313;-2411074;274581;-2411267
CRUETP3;774157;-2140618;775443;-2142199
CRUGEP3;806597;-2258100;810071;-2256827
CRUSEP6;905091;-2086701;910246;-2088567
CRUSSP3;787433;-1966483;791962;-1968424
CSLETP1;510917;-1711061;511274;-1712317
CSLETP3;509416;-1704017;502204;-1702093
CSLJAP3;406438;-1977853;411186;-1976827
CSLL5P3;654608;-1754329;658602;-1755242
CSLL8P6;685717;-1822546;690743;-1824121
CSLLAP5;921688;-1857575;927295;-1861203
CSLLEP3;898216;-1765562;898216;-1765562
CSLLEP6;894037;-1766234;894037;-1766234
CSLN5P3;683034;-1811611;678864;-1813423
CSLN6P3;518815;-1801454;514034;-1799142
CSLNAP1;583197;-1951536;583197;-1951536
CSLNAP3;583697;-1951536;579477;-1952216
CSLS5P3;453287;-1925267;456474;-1924557
CSLSAP3;453147;-1940625;452252;-1941574
CSTTTP1;278966;-1789435;278966;-1789435
CSTTTP3;279466;-1789435;279466;-1789435
CTAU P3;499585;-1821141;499553;-1816589
CTAU5P4;536331;-2201169;536331;-2201169
CTAUBP4;314656;-2359902;318366;-2355896
CTAUDP4;513819;-2326065;518085;-2323278
CTAUFP2;933804;-2010569;933804;-2010569
CTAUNP3;808818;-1911116;806110;-1910191
CTAURP3;753776;-1807586;755455;-1804828
CTAURP6;760339;-1813500;763085;-1800240
CTLARP1;934921;-1954624;934921;-1954624
CTLARP2;935421;-1954624;939526;-1952238
CTLLEP4;454225;-2236733;449295;-2235727
CTLUSP4;513673;-2126210;512547;-2121923
CTMALP3;285162;-2454234;289847;-2453409
CUBNEP3;345969;-2032740;350571;-2033289
CUBNEP6;351661;-2018508;351064;-2006700
CUBNEP7;367217;-2023332;377798;-2029861
CUBRYP4;756929;-2441358;756929;-2441358
CUDRAP2;920401;-2003852;920361;-1999261
CUDRAP3;920805;-2007457;916756;-2004993
CUISEP3;804551;-2155189;804632;-2156207
CULOZP3;854763;-2063758;853082;-2065523
CUPERP6;795354;-2471632;795962;-2462779
CURBAP6;882212;-1913104;875279;-1915015
CURSOP3;778756;-1995661;774549;-1994176
CURTIP6;733838;-2170058;733406;-2172627
CUS.PP3;767328;-2059230;762654;-2061376
CUS.PP6;766827;-2066133;766955;-2056097
CUSTIP3;880571;-2376658;880404;-2378280
CUSTIP6;874595;-2377321;868278;-2374584
CUS_PP1;767202;-2060955;767202;-2060955
CUTRYP3;859744;-2506015;859026;-2501943
CXCONP3;719821;-2433787;722078;-2436283
CXDANP1;924868;-1841568;928831;-1840588
CXDANP5;924907;-1846232;927971;-1845441
CXFFAP3;707149;-2116166;708245;-2117281
CXME P4;556664;-2174468;560993;-2175398
CXMETP4;456103;-2293942;452178;-2294627
CXMO5P3;841057;-2280491;844965;-2280456
CXMONP4;449987;-2225002;445461;-2222937
CXNAYP4;520651;-2336969;525238;-2337318
CXNAYP6;512808;-2328367;499061;-2318822
CXSSEP3;784740;-2438403;780990;-2434846
CXSSEP6;793441;-2438686;786910;-2441264
CXTAGP3;866962;-2072999;866962;-2072999
CXVENP3;802956;-2499740;804652;-2496669
CXVIGP4;476717;-2212043;478209;-2214448
CYCOFP6;761036;-1754254;769716;-1752910
CZBAIP3;990241;-1792947;992953;-1791896
CZBESP3;714011;-1767305;717530;-1766423
CZBEVP3;597120;-2473045;594416;-2470478
CZCELP6;521179;-2448470;514472;-2447496
CZEGEP3;775986;-1863851;772135;-1865202
CZELLP4;517150;-2303460;513198;-2304555
CZLISP4;466408;-2542058;466408;-2542058
CZNEUP6;655744;-2466070;656801;-2460716
CZONNP3;399191;-2107455;396682;-2103033
CZPIEP3;643018;-2067449;643018;-2067449
CZRIEP4;686681;-2612534;687114;-2609858
CZRIEP6;683452;-2617909;679133;-2619763
CZSEUP6;370883;-2504912;370883;-2504912
CZTENP3;671245;-2318475;668228;-2319000
CZTHEP3;775980;-1867828;775590;-1869097
CZTILP4;392979;-2067801;388574;-2069189
CZTINP3;744471;-1813027;745398;-1810224
CZTRYP3;608989;-2348396;606020;-2342208
CZTRYP6;615389;-2350537;620000;-2354015
CZVILP4;509930;-2344123;508482;-2339365
D.BRUP1;797760;-2199838;797760;-2199838
D.BRUP6;797760;-2199838;797760;-2199838
D.BURP7;570121;-2283755;567918;-2275013
D.BUXP7;574185;-2266263;563872;-2263624
D.FONP4;378139;-2278134;378581;-2279796
D.FRAP6;997768;-1802041;997684;-1794748
D.GARP1;797760;-2199838;797760;-2199838
D.GARP6;797760;-2199838;797760;-2199838
D.INFP1;842546;-1969782;842546;-1969782
D.INFP3;843046;-1969782;844160;-1974816
D.PALP4;533166;-2160162;531892;-2154546
D.ROUP4;530751;-2546791;530751;-2546791
D7BACP6;277138;-2034781;277138;-2034781
DALSTP3;881962;-2481020;882877;-2479965
DAMBRP1;556518;-2328832;556518;-2328832
DAMBRP4;550820;-2331200;549703;-2335507
DAMBRP6;546573;-2327667;555131;-2314074
DAMBRP7;558996;-2332034;564018;-2335006
DAMERP3;765902;-2459761;768669;-2460850
DAMERP4;757479;-2447291;758104;-2448906
DAMERP6;777320;-2456956;782432;-2449497
DAMPJH1;885305;-2247749;885305;-2247749
DAMPJP3;892556;-2246502;891295;-2247626
DAMVIP4;437431;-2448920;441109;-2444664
DANCEP3;866285;-2253117;862519;-2254678
DANT5P3;553023;-2454712;555437;-2455973
DANTOP3;447752;-1953129;451276;-1955355
DANTOP6;455322;-1952759;463366;-1951795
DARBLP6;520773;-2503845;526589;-2503302
DARCEP3;779079;-2290185;779079;-2290185
DARCEP6;793081;-2284678;801686;-2281519
DARDIP3;741287;-2083925;742561;-2085011
DARNEP3;860001;-2312223;858369;-2315128
DARS5P4;483747;-2514420;483747;-2514420
DARSEP3;794790;-1789863;799433;-1788306
DARSEP6;794502;-1794193;801476;-1796047
DAUX P3;437467;-1876316;441518;-1876824
DAVIDP3;590183;-2373882;590457;-2370220
DAX  P3;243062;-1863840;237114;-1866970
DECHYP6;705222;-2591919;700169;-2597048
DECINP6;744165;-2047737;746622;-2049594
DEGA5P3;485327;-1978435;489151;-1978665
DEGAGP3;475159;-1979426;475195;-1980968
DELBAP4;760428;-2584851;760437;-2586927
DELLEP3;928919;-2248067;927596;-2249784
DENAIP3;739795;-2574540;742389;-2573518
DENFEP3;687673;-2415343;684591;-2411869
DENNAP6;648686;-2706492;652803;-2707998
DEOLSP4;548277;-2210879;544355;-2212334
DEPHGP6;620537;-2639731;620537;-2639731
DEPHGP7;953581;-1998233;953581;-1998233
DEPHSP4;591146;-2619816;591146;-2619816
DEPHTP6;320035;-1734915;320035;-1734915
DERVAP4;272881;-2345698;268142;-2344418
DESCAP1;470835;-2256479;470835;-2256479
DESCAP4;471335;-2256479;475771;-2255410
DESCHP3;260015;-1992980;260015;-1992980
DESVRP4;586453;-2641043;584043;-2640373
DETTWP3;987843;-2424820;984793;-2426470
DETTWP6;984290;-2420707;992600;-2419429
DIE  P3;816696;-1922003;817110;-1923101
DIEP5P4;518727;-2543783;516542;-2539661
DIEPPP4;552081;-2582488;549313;-2579219
DIEULP3;838010;-1919651;841069;-1918827
DIEUPP3;469536;-1898041;473640;-1899267
DIEUZP3;946251;-2431652;947330;-2432591
DIGNEP3;903649;-1890935;906539;-1890131
DIGOIP3;725831;-2137357;729666;-2135845
DINANP3;264549;-2435199;262140;-2437342
DINARP3;259387;-2460357;255482;-2461878
DIRINP6;83075;-2451801;86288;-2453590
DISTRP4;390412;-2301737;384176;-2302627
DISTRP6;390933;-2291383;403678;-2292856
DISTRP7;396548;-2276235;412573;-2279090
DIVESP4;455669;-2522423;457344;-2523804
DOBERP3;241214;-2446121;246372;-2443971
DOBERP6;242959;-2439952;249831;-2441187
DOGNEP3;892480;-2305102;895790;-2301730
DOL  P3;291126;-2437916;292798;-2440203
DOL  P4;292039;-2434952;297291;-2435054
DOMB5P1;930978;-2365815;930978;-2365815
DOMB5P3;931478;-2365815;934960;-2364784
DOMBAP1;936521;-2368784;936521;-2368784
DOMBAP3;942065;-2371753;942255;-2368085
DOMENP3;878231;-1981684;874570;-1982250
DOMFRP4;361987;-2442541;365718;-2443997
DOMLOP1;300770;-2383688;306177;-2382485
DOMLOP4;295976;-2389180;303936;-2388516
DOMLOP6;290099;-2380731;283523;-2370119
DOMLOP7;311676;-2380489;326683;-2381335
DOMPIP3;657781;-2150202;653119;-2152766
DONCHP3;773094;-2524784;769591;-2523623
DONGEP3;239691;-2315763;243645;-2316065
DONJOP3;675297;-2153640;679225;-2152395
DONZAP6;418342;-1924801;411654;-1925319
DONZAP7;426712;-1914936;419651;-1902278
DONZEP4;496083;-2053970;502799;-2055304
DONZEP6;497061;-2034780;504778;-2027270
DORDIP4;615148;-2325452;615031;-2327282
DORE P3;625765;-2044735;621839;-2043843
DORMAP3;750649;-2444630;753157;-2446212
DORNAP3;988139;-2293511;991910;-2292380
DOUAIP4;310763;-2378004;315251;-2377167
DOUARP3;60440;-2431829;54922;-2433246
DOUDOP3;650909;-2242355;654409;-2243584
DOUDRP3;445737;-1951732;443109;-1952980
DOULLP4;592101;-2609143;592172;-2610270
DOULOP6;295461;-2303232;296747;-2305407
DOUV6P4;362354;-2513395;359759;-2514512
DOUVAP3;925905;-2090566;930506;-2088912
DOUVOP3;892427;-2220836;887532;-2219815
DOUVRP4;633097;-2629148;635647;-2628418
DOUVRP6;654284;-2625393;663381;-2622539
DOUZEP4;608198;-2593042;605973;-2592325
DRAGUP3;947783;-1768473;947506;-1769746
DRANCP6;681247;-2485521;681426;-2482222
DREUXP4;438723;-2417938;434182;-2416397
DRONNP4;346504;-2486636;350386;-2479597
DRONNP6;363798;-2487470;370066;-2478672
DROUGP4;311117;-2369064;315512;-2366244
DRULIP3;981206;-2432418;981288;-2433438
DRUMEP3;855474;-2038419;858687;-2039766
DUGNYP3;809529;-2445461;808616;-2446586
DUN  P4;612338;-2191777;613883;-2187773
DUNESP4;621390;-2682020;621716;-2683385
DUNESP6;648221;-2673549;654769;-2671126
DUNIEP3;704485;-1982521;708465;-1979848
DURANP6;833941;-1803752;842121;-1800898
DUROLP3;659485;-2100894;661565;-2101923
DURREP3;549870;-2161861;549141;-2163118
DUVIGP6;629593;-2706144;629593;-2706144
DUVY P3;677760;-2518402;677821;-2520274
E.BAIP3;575872;-2119082;575872;-2119082
E.BONP1;297006;-1750299;297006;-1750299
E.BONP3;297506;-1750299;300649;-1751451
E.BOTP3;898647;-1780445;896165;-1783691
E.BOTP6;888632;-1780505;898016;-1772119
E.CHAP3;686924;-2554756;686924;-2554756
E.CIMP3;875647;-2454033;878731;-2453999
E.CL5P4;404930;-2112639;405288;-2107754
E.CONP3;550711;-1743872;553859;-1742942
E.FORP4;481133;-2285299;481469;-2287330
E.HU7P7;941831;-2483776;939046;-2489506
E.HUCP6;963089;-2464626;961702;-2472482
E.JACP3;454532;-1858657;455265;-1859756
E.LESP1;255141;-1762928;255141;-1762928
E.LESP3;255641;-1762928;251456;-1761442
E.REFP3;757614;-1818797;760031;-1818821
E.RHOP6;772551;-1954252;770270;-1955801
E.SOLP3;839118;-2466500;835138;-2465676
E2B.GP6;597868;-2088883;598068;-2088283
E2B.SP6;596989;-2091004;597189;-2090404
E2V.IP6;597868;-2093126;598068;-2092526
E3CZSP6;599989;-2094004;600189;-2093404
E3H.FP6;604232;-2095247;604432;-2094647
ECHALP6;716842;-2011688;717242;-2019914
ECHALP7;712927;-2002528;726477;-2001325
ECHELP3;837410;-2011174;833047;-2009565
ECHINP4;571116;-2638338;574944;-2633705
ECHINP6;566743;-2633724;559701;-2626673
ECOMMP4;436812;-2335559;432097;-2333308
ECOUFP4;364820;-2332851;364694;-2335374
ECRAIP4;503289;-2566478;503289;-2566478
EDGARP4;484657;-2507690;484657;-2507690
EDITHP6;763980;-1871344;750144;-1864503
EGET P3;359662;-1714348;358608;-1707664
EGLANP3;755118;-2390380;755972;-2384232
EGLETP4;549124;-2058208;546650;-2052669
EGUILP3;835451;-1823837;834238;-1820998
EGUZOP1;511148;-2170748;505363;-2170116
EGUZOP4;529115;-2174397;534904;-2175444
EGUZOP6;524068;-2173078;540245;-2170889
EGUZOP7;501616;-2176868;489932;-2183477
ELANCP3;505790;-2410454;510149;-2410511
ELANCP6;494380;-2403533;483735;-2402822
EMALEP6;384405;-2512264;384351;-2514065
EMBRUP3;943226;-1920513;943301;-1917358
ENCHAP6;569649;-1991031;561745;-1994296
ENSERP3;620067;-1742459;619937;-1737543
ENSISP3;988235;-2304307;987149;-2306695
ENSOLP3;844222;-1823686;841630;-1824038
ENTR5P4;452681;-2531497;452681;-2531497
ENTRAP3;929472;-1742019;927068;-1742545
ENTREP3;921714;-1821450;924882;-1820467
ENTREP5;921615;-1826360;925129;-1827851
ENVALP3;619382;-2077753;623275;-2072879
ENVALP6;627052;-2078688;635341;-2076943
ENVERP4;551772;-2596745;549236;-2596725
EPER5P3;479074;-2402611;481075;-2398346
EPER5P4;472223;-2397773;476629;-2395616
EPERNP3;763911;-2446311;763981;-2443668
EPIERP2;903116;-1997645;907223;-1996835
EPIN5P3;618180;-2387608;613071;-2391109
EPIN6P4;335236;-2426079;336144;-2427971
EPINAP3;730071;-2193765;733269;-2194046
EPINEP6;686358;-2631721;678535;-2628490
EPIZOP6;857834;-2328496;849828;-2329355
EPN  P4;490063;-2508936;490063;-2508936
ERASMP6;617931;-2424664;623665;-2418817
ERNEEP4;356809;-2415701;356915;-2417650
ERQUYP3;234418;-2461630;234884;-2463106
ERRONP3;199147;-1816899;202236;-1817839
ERRONP5;187964;-1814564;185203;-1815294
ERROUP3;841338;-2480869;845011;-2479784
ERSTEP3;1008459;-2365103;1004030;-2366759
ESCAIP3;895276;-1742463;899373;-1736830
ESCAIP6;895264;-1752637;901156;-1755843
ESCARP3;912734;-1743402;915331;-1741100
ESCO2P3;526026;-1681914;526522;-1683343
ESCOUP3;518588;-1681797;515135;-1678007
ESPAGP3;893597;-2047865;894673;-2042821
ESPALP3;289965;-1749461;292898;-1744957
ESPERP3;521218;-1729583;526973;-1727502
ESPI5P6;515331;-2337351;521626;-2337695
ESPO5P3;628173;-1798487;633400;-1799631
ESPONP3;623455;-1792439;622840;-1793669
ESQUEP1;654915;-2593709;654915;-2593709
ESQUEP4;655415;-2593709;656619;-2590704
ESQUIP3;251490;-1774218;244658;-1776752
ESSA5P4;310036;-2235373;316122;-2234486
ESSARP4;625928;-2637913;623039;-2639199
ESSERP3;938634;-2271407;935233;-2269192
ESSEYP3;896105;-2387123;893429;-2382918
ESSONP3;589396;-2394095;584667;-2393853
ESTAIP4;640900;-2639859;643048;-2639578
ESTAQP3;822090;-1733187;821981;-1730014
ESTERP3;326660;-1717933;326576;-1713420
ESTIVP4;502474;-2067150;506392;-2065815
ESTR5P3;650257;-2533518;649845;-2536536
ESTR6P6;774438;-2597686;781821;-2594079
ESTREP3;757328;-2029473;762744;-2029809
ETAB5P3;256906;-1985117;257003;-1980465
