voltageLevelId;xPosition;yPosition;xLabelPosition;yLabelPosition
MARNIP6;845042;-2043314;838355;-2040913
MAROLP3;783784;-2420352;785393;-2422528
MAROLP6;781823;-2413642;789899;-2414714
MAROUP3;226118;-2437933;226118;-2437933
MARSAP3;421509;-2078168;418433;-2079630
MARSIP3;287159;-1825498;299900;-1828680
MARSIP6;275770;-1808934;270970;-1799904
MARSIP7;295125;-1811828;301665;-1817787
MARTRP4;469521;-2456271;469521;-2456271
MARTYP1;111373;-2454074;104615;-2453802
MARTYP6;109313;-2461056;114684;-2462920
MARTYP7;111931;-2447256;105144;-2434361
MARZAP3;208667;-2346162;204786;-2342001
MARZEP3;523169;-1871502;523385;-1866639
MASEVP3;958434;-2291683;955396;-2292289
MASQUP3;273061;-1950648;269623;-1943062
MASQUP6;275314;-1947042;283690;-1946295
MASSAP3;596551;-1670346;600014;-1669567
MASSIP3;620782;-2011418;624150;-2011047
MASSYP4;514620;-2376447;511640;-2376312
MASSYP6;558634;-2397065;557359;-2398584
MASTAP4;727731;-2567203;725989;-2568717
MASTAP6;718785;-2601133;713897;-2611823
MASTAP7;737635;-2570237;731835;-2582121
MATELP3;683195;-2098066;681684;-2092439
MATHAP4;357249;-2138638;360882;-2137989
MATRAP3;497857;-1924295;502168;-1922418
MATZ P3;654314;-2537218;655829;-2538517
MAUBEP2;779406;-2585855;783572;-2584612
MAUBEP4;778478;-2579784;776879;-2580181
MAUBEP6;774410;-2583834;782224;-2585352
MAUBOP3;362551;-1806519;367995;-1804621
MAUDUP3;125571;-2379979;120957;-2378950
MAUGEP4;337985;-2291636;344158;-2291582
MAUGEP6;332044;-2288229;328731;-2291966
MAUGUP3;698406;-1788435;698430;-1785495
MAULEP4;359276;-2250019;363997;-2248263
MAUPAP3;806445;-2463693;805823;-2460086
MAUREP4;514180;-2111776;518155;-2114376
MAUREP6;526915;-2116897;518014;-2119203
MAURIP4;557036;-2039154;552119;-2038046
MAURSP3;558810;-1955402;554916;-1955867
MAUZ5P1;439713;-2019332;439880;-2020580
MAUZ5P3;442813;-2014538;445386;-2015786
MAUZAP3;449030;-2010516;452724;-2010386
MAYENP4;379833;-2408799;378457;-2405156
MAYETP3;403895;-2032247;399365;-2032587
MAZAMP3;559302;-1851415;560985;-1855145
MAZARP6;878825;-1715189;879788;-1707341
MAZE P4;387399;-2308376;386827;-2305004
MAZIEP4;602758;-2212155;607243;-2209180
MAZINP6;640470;-2609753;634733;-2606660
MAZURP1;805144;-2537055;803574;-2538051
MAZURP6;828224;-2544898;827991;-2548280
MAZURP7;794444;-2545522;789127;-2547483
MEAUXP3;730650;-2435934;731623;-2432346
MEDE P3;822211;-1763191;818842;-1763710
MEDERP3;588522;-2449801;588522;-2449801
MEDITP3;497296;-1853969;493457;-1852571
MEDOCP3;265311;-2058712;271724;-2058450
MEDOQP3;293219;-1997555;292819;-1999290
MEES P1;902326;-1894896;902326;-1894896
MEES P6;902826;-1894896;908534;-1895205
MEGEVP3;940930;-2055753;936044;-2056272
MEHUNP4;576020;-2222104;572148;-2218705
MEINAP3;1029387;-2365407;1029597;-2361212
MELGVP3;113545;-2390368;118440;-2390951
MELI5P3;885909;-2165163;885909;-2165163
MELLEP4;386189;-2166549;389317;-2168049
MELUNP3;620261;-2363569;623671;-2356853
MENDEP3;655491;-1938316;658260;-1939354
MENESP4;391263;-2038851;390529;-2033603
MENTOP3;1020228;-1821205;1017564;-1820227
MENTOP6;1020300;-1825603;1031254;-1822931
MENUEP7;307075;-2539599;320140;-2545511
MENUIP3;933929;-2001197;930776;-2000811
MENUSP6;525891;-2437331;521001;-2439076
MERANP3;515050;-2407113;520120;-2408104
MERBEP1;913474;-2465246;913474;-2465246
MERBEP3;913474;-2465246;913474;-2465246
MERCIP3;895738;-1987930;895738;-1987930
MERCIP6;863676;-1998901;866874;-1992320
MERCUP3;508366;-1736140;510934;-1738185
MERDRP3;217481;-2403517;222424;-2405014
MERENP3;501035;-1681595;498552;-1677716
MERENP6;505996;-1721465;497624;-1720395
MERIEP4;588612;-2247589;588612;-2247589
MERIGP3;268072;-2003502;264182;-2004736
MERIQP3;758762;-1771032;758787;-1767956
MERLAP4;293118;-2238496;301579;-2237983
MERLAP6;288807;-2242086;296011;-2231036
MERMOP3;751489;-2061022;743929;-2060253
MERONP4;374687;-2261520;372003;-2257572
MERS P4;555563;-2603193;553117;-2602619
MERVAP3;761728;-2189041;764197;-2191096
MERY P3;514066;-2497171;515778;-2496560
MESLAP4;385346;-2367123;385770;-2369461
MESN5P4;453061;-2149045;453061;-2149045
MESNAP3;763661;-2213323;764739;-2214261
MESNIP4;328838;-2481865;334694;-2480527
MESS5P3;815517;-2518212;815517;-2518212
MESSAP4;261115;-2362131;259927;-2358606
MESSEP3;816180;-2520537;819317;-2519843
MESSIP3;730885;-2058738;730885;-2058738
METHAP3;775379;-1787247;776147;-1788762
METZ6P3;854970;-2430621;855052;-2431641
MEUN5P4;427621;-2215396;424025;-2214558
MEUNIP6;765977;-2100326;767697;-2103025
MEURSP3;708297;-2227092;704925;-2225984
MEXIMP3;816144;-2084877;818840;-2085923
MEXY P3;835149;-2487427;836227;-2488365
MEYLAP3;874426;-1984720;873238;-1986493
MEYMEP3;454934;-1960685;454019;-1962591
MEYRAP3;859667;-1856936;859563;-1858272
MEYSSP3;761754;-1928673;762283;-1931131
MEYTHP3;877750;-2061730;881204;-2063143
MEYZIP3;794518;-2056843;789948;-2056905
MEYZIP6;774507;-2052743;780460;-2053084
MEZE5P1;462309;-2426357;462803;-2423420
MEZE5P6;483232;-2434817;471786;-2435525
MEZE5P7;446032;-2428979;457385;-2436488
MEZEAP4;430717;-2192563;426547;-2191676
MEZELP3;643432;-2077729;646246;-2079757
MEZINP3;387065;-1902594;382093;-1903137
MEZOTP3;916666;-2375597;916666;-2375597
MIDOUP3;355902;-1870235;352972;-1871614
MIEGEP1;275653;-1739709;271959;-1735299
MIEGEP3;283729;-1742832;279615;-1747902
MIEGEP5;290237;-1738053;288367;-1730465
MIEGEP6;268090;-1753305;277336;-1753180
MIGENP3;657921;-2305361;657042;-2306647
MIGNAP4;438368;-2199381;436496;-2195136
MIGOEP5;283603;-1711712;286837;-1707588
MILL5P3;745918;-2031969;750318;-2030257
MILLAP3;656811;-1898718;660305;-1899399
MILLEP3;869002;-2406609;869256;-2408550
MIMI5P1;228061;-1910970;228061;-1910970
MIMI5P3;228561;-1910970;225696;-1912512
MIMIZP3;232587;-1920777;234422;-1923633
MINIEP4;407955;-2189509;404294;-2186507
MINIHP3;164061;-2492015;166986;-2493735
MINIMP4;281302;-2155452;276579;-2155339
MIOLLP6;583744;-1856031;583209;-1848714
MIONNP6;770914;-2080029;770914;-2080029
MIONSP1;791259;-2023143;799857;-2022846
MIONSP3;793375;-2041979;790108;-2042786
MIONSP6;782803;-2035207;774654;-2042409
MIONSP7;797493;-2026382;793856;-2010287
MIRA6P3;815949;-1815576;815949;-1815576
MIRAIP3;371871;-1934317;371871;-1936402
MIRAMP3;816449;-1815576;819308;-1814568
MIRANP3;389404;-1846319;385337;-1844873
MIREBP4;415043;-2224523;416465;-2220231
MIRECP3;869036;-2307936;874365;-2308561
MIREPP3;467559;-1767917;469876;-1769112
MIREVP3;680016;-1779390;677558;-1773428
MIRIBP3;794161;-2085403;798405;-2085448
MIST5P3;571422;-1941242;568962;-1942749
MIZOEP3;901746;-1957802;901746;-1957802
MOFFLP4;626687;-2609713;623937;-2609099
MOHETP3;643612;-2579261;641553;-2579730
MOHONP3;793075;-2532481;794807;-2534188
MOHONP6;798946;-2531726;793719;-2523037
MOIMOP6;656633;-2490350;656897;-2483993
MOINGP3;671773;-2055123;668633;-2056685
MOIRAP3;833244;-2005674;825230;-2005282
MOIRAP6;847032;-2003556;853425;-1993931
MOIS5P3;724223;-2054517;720358;-2054339
MOISEP6;680647;-2353696;679791;-2356285
MOISSP3;446528;-1933691;446363;-1935808
MOISYP4;510056;-2321590;514624;-2319123
MOLE P4;572374;-2086479;577363;-2089910
MOLE P6;568453;-2090746;578225;-2091909
MOLE5P3;794884;-1781933;794887;-1779014
MOLIEP4;379010;-2354170;379010;-2354170
MOLIEP7;383053;-2353462;376920;-2357769
MOLINP3;705020;-2341987;705102;-2343029
MOLL5P6;886471;-1995204;894285;-1991629
MOLLEP3;735429;-2207959;736508;-2208898
MOLSHP3;987978;-2388251;988810;-2385520
MOLSHP6;996090;-2385338;985588;-2381961
MONASP3;643022;-1938313;647215;-1934536
MONCOP4;351598;-2237966;350631;-2239255
MOND5P3;885671;-2476348;886749;-2477287
MONDIP6;427771;-2248727;428734;-2236090
MONDOP4;492386;-2340445;494205;-2342261
MONDRP3;795573;-1892576;795609;-1893890
MONLOP3;341612;-1741683;335483;-1742355
MONLOP5;338828;-1747942;334932;-1747141
MONN5P4;556601;-2357018;556601;-2357018
MONNAP4;490651;-2304134;494638;-2300325
MONNEP6;883790;-1989602;883790;-1989602
MONT5P3;279547;-1831494;283008;-1831887
MORA6P4;424338;-2100266;424445;-2095540
MORB5P6;720807;-2363574;720664;-2357039
MORBRP1;735215;-2378808;738892;-2379027
MORBRP6;715143;-2372927;707333;-2375421
MORBRP7;743197;-2376922;755142;-2379298
MORC5P3;235150;-1891898;230108;-1890369
MORCHP6;798260;-2199838;798260;-2199838
MOREAP3;526051;-1761086;517948;-1759411
MOREAP6;538338;-1762043;537777;-1764902
MORESP3;834306;-2044826;835502;-2045743
MOREZP3;850626;-2157093;851685;-2158025
MORGEP3;821722;-2346171;825200;-2345400
MORIGP4;570208;-2352218;565325;-2350046
MORIHP4;304095;-2349791;299180;-2347513
MORIHP6;306560;-2343296;313858;-2338456
MORINP4;272423;-2166134;272342;-2167749
MORLAP3;125112;-2484114;126467;-2486238
MORT5P3;710562;-2559136;713263;-2558245
MORTAP4;348975;-2452175;351044;-2445662
MORTEP4;466408;-2542058;466408;-2542058
MORU P3;660331;-2502672;659922;-2497276
MORU P6;664027;-2497883;671377;-2496149
MORVEP4;467546;-2446234;471532;-2444526
MORZIP3;943341;-2103579;946954;-2099082
MOTT5P3;753740;-1840649;751843;-1837619
MOTT5P6;771525;-1845486;765580;-1847567
MOTT6P3;929072;-2118999;929072;-2118999
MOTTAP3;974768;-1994127;977150;-1990352
MOTTEP4;595664;-2677029;596743;-2677976
MOTZ P1;858334;-2054394;858334;-2054394
MOTZ P3;858834;-2054394;855685;-2056796
MOUCHP1;731967;-2052711;728279;-2054079
MOUCHP3;729765;-2044519;726106;-2039477
MOUCHP6;733981;-2044867;733923;-2049451
MOUGIP3;977777;-1788488;983354;-1790174
MOUGIP6;966893;-1791662;983689;-1785319
MOUGUP3;229223;-1841584;235547;-1845150
MOUGUP6;234038;-1831396;247593;-1823006
MOUILP3;486900;-1805202;491979;-1804538
MOUISP6;838855;-1860826;843741;-1860973
MOUL5P4;334318;-1993396;330199;-1994776
MOUL8P6;534158;-2404385;526068;-2411067
MOUL9P3;437640;-1735255;437640;-1735255
MOULAP3;839445;-2496996;837431;-2497608
MOULAP6;840172;-2503109;839771;-2491724
MOULAP7;840171;-2514939;829535;-2510034
MOULIP3;803685;-2481753;806063;-2482179
MOUNEP3;489103;-1829142;489073;-1831784
MOUR5P3;787517;-1954045;792545;-1952296
MOUREP3;880260;-2164873;878754;-2166355
MOUS5P4;543689;-2203925;537917;-2201729
MOUS5P6;546742;-2200296;540017;-2204779
MOUS6P3;688532;-1875589;689614;-1876943
MOUSSP3;208272;-1841235;206349;-1842443
MOUT5P4;406835;-2100226;406997;-2095991
MOUTHH1;902271;-2178633;896559;-2181667
MOUTHP3;902271;-2178633;902240;-2174593
MOUTIP3;961602;-1996640;965464;-1993993
MOUX P3;827549;-2115798;828350;-2111027
MOUZ5P3;785320;-2508131;784863;-2505079
MOUZEP4;301830;-2198240;303395;-2199715
MOUZOP3;780259;-2508166;779577;-2505309
MOYENP3;934691;-2331060;935167;-2332622
MQIONP3;679159;-2588535;679098;-2590161
MQIS P1;301232;-1999927;303548;-1989867
MQIS P3;314360;-2020542;307307;-2021038
MQIS P6;310360;-2011829;318453;-2018664
MQIS P7;315276;-1975843;309291;-1968534
MQIS5P3;315765;-2020249;315765;-2020248
MQISAP3;896694;-1716185;893893;-1714423
MQISEP4;570445;-2656109;567858;-2655372
MRGUEP3;808275;-1757273;811502;-1755934
MRLLAP3;303365;-1956020;299245;-1955761
MRLOQP3;441174;-1975846;442226;-1978745
MRNERP4;492427;-2095079;498757;-2097093
MRNIEP3;797200;-1890179;794369;-1888729
MTAG5P3;744305;-1790908;744305;-1790908
MTAG5P6;739508;-1792967;739508;-1795354
MTAGNP3;706172;-2233505;708920;-2234558
MTAHUP6;585089;-1841812;579448;-1839971
MTALEP3;496077;-2456441;492607;-2457540
MTALIP3;827159;-2049297;823739;-2051004
MTAU5P3;480106;-1917866;484609;-1916448
MTAUBP3;487062;-1944689;487264;-1945969
MTBARP3;748638;-2295436;748164;-2291797
MTBOUP3;886333;-2199444;889383;-2200301
MTBROP4;432823;-2124153;435430;-2125369
MTBRUP3;211909;-1852612;210573;-1854836
MTCROP6;615628;-2606689;621232;-2595547
MTDAUP3;952738;-1925820;955217;-1921169
MTELIP3;771587;-1931108;773921;-1931974
MTENDP4;347944;-2065401;342949;-2064119
MTENVP3;964221;-2049211;964221;-2049211
MTER5P3;662867;-2360061;665186;-2361854
MTEREP6;639229;-2372438;647467;-2371022
MTEZ5P7;556875;-1964770;562178;-1967193
MTEZIP7;518953;-1970636;523978;-1973216
MTFERP3;602698;-2098004;602698;-2098004
MTFO5P4;249813;-2399630;252804;-2401553
MTFORP3;508990;-2404978;513274;-2403602
MTGROP3;683149;-1953106;683149;-1953106
MTGROP6;673408;-1962161;673408;-1962161
MTGUYP4;363343;-2066305;357244;-2068104
MTGUYP6;374052;-2076375;382052;-2078787
MTIGNP4;463948;-2033162;458650;-2034962
MTIVIP4;462264;-2566596;462126;-2568096
MTJAYP4;508953;-2365702;505296;-2366780
MTJAYP6;487773;-2368191;491508;-2370911
MTJOYP3;823633;-1919392;826300;-1919035
MTLAUP3;493274;-1812642;488857;-1811808
MTLU5P3;260521;-2295988;257945;-2297549
MTLUCP3;567155;-2149143;575267;-2152886
MTLUCP6;568900;-2159532;577011;-2162000
MTLUEP3;804864;-2096293;803641;-2098200
MTMARP3;838018;-1914816;835379;-1912086
MTMELP3;865072;-2026540;865072;-2026540
MTMIRP3;737753;-2450380;735570;-2451226
MTMORP4;486102;-2184579;481891;-2185025
MTOIRP3;226837;-2312017;218995;-2309005
MTOISP3;809848;-2470935;812769;-2469571
MTOISP6;817513;-2476992;815303;-2479401
MTPAOP3;620113;-1869999;620546;-1864713
MTPE5P3;495196;-1944873;500120;-1946940
MTPELP3;670997;-1796974;674916;-1795738
MTPELP6;660542;-1802951;646845;-1801345
MTPEZP3;705338;-1952604;705850;-1954923
MTPEZP6;694807;-1945949;700962;-1951123
MTREAP3;379617;-1894993;374240;-1896108
MTREJP3;408763;-1748804;408532;-1743808
MTREUP4;379798;-2329461;379029;-2331139
MTREVP3;792827;-2139961;790062;-2141217
MTRI5P4;504415;-2264686;504709;-2266887
MTRICP2;915326;-1959763;912413;-1961902
MTRONP3;686134;-2053740;681947;-2054997
MTTESP3;548017;-2443231;552028;-2441891
MTVARP1;691089;-2570474;691089;-2570474
MTVARP6;691589;-2570474;691589;-2570474
MTVAUP2;965954;-2061520;965954;-2061520
MTVERP3;674314;-2069135;678260;-2071521
MTVICP3;590438;-2145208;594649;-2141302
MTVICP6;595422;-2150345;593252;-2153435
MUETTP6;533098;-2442650;535526;-2444436
MUHLBP7;992773;-2308053;966554;-2297945
MULHOP3;995097;-2299622;995169;-2300986
MUNSTP3;963229;-2346629;962793;-2347976
MUR  P3;175104;-2419619;176660;-2422370
MUR  P6;169977;-2419503;162205;-2422009
MURE5P3;872941;-1960210;876313;-1956673
MUREAP3;499573;-2466363;496823;-2467546
MUREAP6;494337;-2447575;504657;-2444631
MUREMP6;870099;-2334475;869635;-2336334
MURETP3;467934;-1799884;463478;-1796198
MURIGP3;740234;-2488264;739807;-2489248
MUSSAP4;563068;-2221616;557026;-2220766
N.BRIP2;925098;-2015749;926471;-2016977
N.ERDP4;299944;-2323321;300190;-2319756
N.GEOP3;689355;-2260876;688377;-2262124
N.GRAP4;494290;-2512896;490207;-2513121
N.MAIP3;897997;-2359435;897228;-2355079
N.MAIP7;869736;-2343545;864080;-2342827
N.MARP6;691160;-2432944;702583;-2430846
N.ROTP4;471806;-2372297;469528;-2373955
N.SE1P7;761131;-2360035;757178;-2363560
N.SE2P7;760960;-2354668;765186;-2347650
N.SEIP3;775271;-2400520;775354;-2401541
N.SEUP4;787758;-2500392;787810;-2501530
N.USSP4;579279;-2086757;579279;-2086757
NADIEP3;609317;-1731375;610898;-1732681
NAINTP4;462021;-2231283;462847;-2227156
NANGIP3;604859;-2362251;604859;-2362251
NANT5P3;910212;-2022320;910212;-2022320
NANTEP6;526826;-2469531;528873;-2476590
NAOUTP3;309899;-1857037;316793;-1859116
NAOUTP6;299553;-1858794;302363;-1861933
NARBOP3;604418;-1736706;609875;-1736745
NATI3P6;637978;-2420415;632211;-2412633
NAUCLP4;431366;-2148667;436337;-2147170
NAUSSP3;669583;-1952532;667108;-1953865
NAVA5P3;234231;-1935404;230484;-1935624
NAVESP4;529021;-2056138;527656;-2058344
NAVILP3;745776;-2209335;748810;-2208428
NAY  P3;324022;-1798672;324257;-1801357
NEGR5P6;509970;-1945304;509970;-1945304
NEGREP3;217584;-1826036;213786;-1827315
NEMOUP3;649859;-2325613;651283;-2329810
NEMOUP6;650527;-2318627;657589;-2310219
NENEZP3;152061;-2467873;149641;-2463740
NENTIP5;539730;-1641177;539734;-1643374
NEOULP1;923382;-1779041;931128;-1777277
NEOULP6;924818;-1765044;931791;-1760915
NEOULP7;922731;-1789341;920806;-1792866
NEPELP1;759687;-2510383;759687;-2510383
NEPELP3;760187;-2510383;760187;-2510383
NERACP3;396861;-1904959;401036;-1902969
NERONP3;625525;-2217190;622532;-2218955
NERONP4;623214;-2216397;622872;-2213074
NESLEP3;656203;-2588827;653904;-2588394
NEUBOP4;420746;-2481611;416415;-2482895
NEUF5P4;561555;-2580786;564218;-2580129
NEULIP3;690412;-2083339;690412;-2083339
NEUSSP3;618498;-2019940;614696;-2019683
NEUVYP3;652546;-2267117;656795;-2267184
NEVERP3;632693;-2211262;629049;-2206884
NEY__P6;616097;-2437639;607709;-2435214
NICERP4;352999;-2109402;350233;-2110702
NIME6P6;707941;-1794237;712891;-1794608
NIMESP3;719010;-1775277;716680;-1771086
NIORTP4;355497;-2201425;350043;-2196377
NIORTP6;360132;-2204351;348705;-2201369
NISSAP3;605758;-1750448;604046;-1752046
NIVELP3;209281;-1813546;209281;-1813546
NOAILP3;486505;-2025018;482099;-2027025
NOGENP3;750051;-2459610;747498;-2461383
NOGENP6;755164;-2463228;759234;-2455665
NOILHP3;429616;-1871067;429209;-1873101
NOISYP6;679496;-2472820;683162;-2471933
NONANP4;434111;-2435259;432014;-2429919
NONTRP3;440126;-2092762;440544;-2094376
NOORDP4;624814;-2672229;625134;-2669425
NORSOP3;906652;-2458399;904931;-2454013
NOUAUP5;290813;-1753854;294098;-1755410
NOUETP3;751080;-2490621;753649;-2489836
NOUROP6;505866;-2439556;512745;-2441730
NOUZOP3;788115;-2540304;785701;-2540932
NOVILP1;910364;-2225548;910364;-2225548
NOVILP3;910864;-2225548;906514;-2223247
NOVIOP3;605507;-2461620;602795;-2458383
NOVIOP6;603527;-2468344;602834;-2471265
NOYA5P4;278895;-2381780;278438;-2378304
NOYALP3;701294;-2560547;704103;-2560520
NOYONP3;656058;-2545584;657664;-2547764
NOZAYP4;515468;-2370386;515468;-2370386
NUITSP3;723581;-2278608;720685;-2281463
NYONSP3;842907;-1904170;845566;-1903247
O.CEIP3;544870;-2414756;545807;-2410913
O.CHAP3;583484;-1901020;587149;-1901402
O.CHAP6;581591;-1907703;587827;-1909846
OBER5P3;984347;-2374534;984347;-2374534
OBERNP3;981716;-2360817;985742;-2361937
OCHE P3;901004;-1959100;901004;-1959100
ODET P3;85157;-2419106;89691;-2419321
ODON P4;358573;-2508443;355494;-2510226
OIRY P3;770201;-2437955;771797;-2439053
OLETTP3;537681;-1654494;541588;-1653143
OLIVEP3;735479;-1801555;738895;-1801203
OLLAIP4;543869;-2374666;543869;-2374666
OLLI5P3;921616;-1743433;921616;-1743433
OLLI5P6;914559;-1742858;914559;-1742858
OLLIEP3;659762;-2054499;654992;-2054677
OLONNP4;231001;-2202321;224826;-2199169
ONDESP3;473138;-1886527;468964;-1889391
ONZAIP4;496497;-2281993;500555;-2278821
ORAISP6;910739;-1888718;914292;-1879946
ORAN5P3;1047257;-2391562;1047257;-2391562
ORAN6P3;783614;-1868864;783404;-1870001
ORANGP4;457669;-2248198;464838;-2243917
ORANGP6;454847;-2245831;446489;-2234113
ORBECP4;445562;-2518556;445562;-2518556
ORCH5P4;595910;-2216741;598921;-2218164
ORCHIP4;679309;-2623832;682724;-2624945
ORELLP6;939899;-1977959;946087;-1977818
ORGEIP3;496681;-1692358;495505;-1687855
ORGERP4;544393;-2332165;544528;-2333666
ORLEAP4;531099;-2312625;531099;-2312625
ORLU P5;476427;-1690750;470652;-1692063
ORLY_P6;612374;-2392260;618576;-2387610
ORME5P3;727792;-2362982;725240;-2363551
ORMESP3;745288;-2484854;741857;-2483553
ORMESP6;753275;-2485141;759290;-2489173
ORNA5P6;641348;-2434252;648022;-2433709
ORNANP3;884118;-2186197;888469;-2184213
ORSONP6;732581;-2430314;732379;-2438096
ORTH5P3;266409;-1840142;261682;-1839995
ORVAUP3;275835;-2298618;275835;-2298618
ORVAUP6;276762;-2303081;277119;-2293799
OSERAP3;605359;-2362251;603681;-2364001
OSNESP3;816319;-2516132;818562;-2513687
OSTROP4;564480;-2641709;562095;-2640722
OTTMAP1;1026520;-2285468;1026520;-2285468
OTTMAP3;1020108;-2281755;1019645;-2283636
OTTMAP6;1027020;-2285468;1016306;-2277448
OTTMHP1;1049810;-2285693;1051717;-2282798
OTTMHP3;1034135;-2279406;1045839;-2278271
OUDONP6;360096;-2392938;365504;-2399687
OUDONP7;349986;-2409599;337925;-2412196
OULLIP3;724758;-2047298;720925;-2047543
OULLIP6;726997;-2036700;720627;-2035128
OUTREP4;565042;-2633438;564675;-2630759
OXYGAP3;859355;-2486080;860433;-2487018
OXYGAP6;856871;-2484211;850788;-2484448
OYONNP3;832987;-2116342;836645;-2117427
OZ   P1;894129;-1962729;894129;-1962729
OZ   P3;894629;-1962729;893093;-1964713
OZON P3;740296;-1982105;734425;-1980250
P.ABBP3;63304;-2397679;58597;-2396284
P.AGEP3;406999;-1927630;409166;-1922221
P.ANDP3;953789;-1963640;958092;-1963359
P.ANDP6;953369;-1970854;947736;-1964143
P.ANDP7;953684;-1987928;942644;-1986015
P.ARAP3;913724;-1765575;913872;-1766614
P.ARCP4;488827;-2490808;488827;-2490808
P.AU5P4;453779;-2500546;449285;-2498357
P.BE5P3;669341;-2286578;669423;-2287598
P.BENP1;754515;-2047789;754515;-2047789
P.BENP3;754515;-2047789;754515;-2047789
P.BERP3;782110;-2265281;784716;-2261106
P.BO8P5;688583;-2191191;688583;-2191191
P.BOIP6;552624;-2376411;554725;-2376069
P.BORP3;669017;-1923725;663954;-1923236
P.BORP6;662874;-1931161;655027;-1924923
P.BOUP3;814250;-1706249;817525;-1707245
P.BOUP6;822202;-1702010;828337;-1699694
P.BRIP4;581545;-2636395;581649;-2633537
P.CAMP5;289737;-1738053;289737;-1738053
P.CASP3;393453;-1939338;394737;-1940519
P.CHAP4;536401;-2094229;532747;-2090098
P.CHAP6;515901;-2093205;507409;-2095043
P.CHRP3;122324;-2478870;117552;-2476541
P.CHRP6;123034;-2474316;124130;-2479430
P.CL5P3;875030;-1951772;875030;-1951772
P.CORP7;726155;-1993547;736425;-1984402
P.DEMP3;514019;-1822803;518409;-1822140
P.ELLP4;479375;-2055581;474561;-2056833
P.ESCP1;875451;-1939402;875451;-1939402
P.ESCP6;875951;-1939402;880931;-1932181
P.ETIP3;750117;-1766910;747399;-1767295
P.EVEP3;771713;-2026579;775671;-2026802
P.EVEP6;772088;-2023674;766303;-2023483
P.FORP3;746803;-2591155;744581;-2588715
P.FOSP3;907652;-1935710;907378;-1937139
P.GASP1;616151;-2493126;612975;-2492637
P.GASP6;633718;-2481617;624869;-2485464
P.GASP7;628829;-2507797;617059;-2509359
P.GENP4;449341;-2350899;445879;-2347475
P.GR5P3;970654;-1774434;973979;-1770658
P.GR5P6;975682;-1775437;982312;-1769705
P.GRAP3;537067;-1921497;536510;-1923085
P.GUIP3;663562;-2092341;663082;-2093368
P.HA5P6;183767;-2441549;177379;-2442975
P.HA5P7;188302;-2426875;193552;-2416938
P.HALP3;1033357;-2373029;1033357;-2373029
P.HERP3;838929;-1993164;838929;-1993164
P.JE5P4;488249;-2510379;488249;-2510379
P.JEAP3;1010780;-1814153;1010944;-1815559
P.JERP4;480668;-2521809;482691;-2525158
P.JERP6;478524;-2524051;478891;-2515705
P.LACP3;683838;-2447727;686506;-2449238
P.LACP6;665790;-2474901;668687;-2474369
P.LANP3;822159;-1741902;818967;-1741050
P.LAVP3;897998;-1984073;897998;-1984073
P.LIGP3;705425;-1989907;706611;-1991151
P.MACP4;349184;-2343439;354219;-2344032
P.ME5P6;682303;-2675129;675901;-2673884
P.MEDP3;262431;-2038464;258266;-2037080
P.MEEP3;623057;-2371114;625949;-2370320
P.MENP3;600669;-2114962;605027;-2115859
P.MITP4;415660;-2200104;411943;-2195898
P.MOEP3;882982;-2116524;882982;-2116524
P.MONP3;718124;-2146692;715649;-2147602
P.MOUP3;847605;-2397918;846662;-2392719
P.NO7P4;794952;-2414363;794952;-2414363
P.NOUP3;605058;-1727611;609302;-1726104
P.ORGP3;806319;-1855306;809564;-1855511
P.ORGP6;808937;-1848533;802600;-1840563
P.ORGP7;796874;-1851812;792947;-1845208
P.PAIP4;401657;-2404263;402623;-2406005
P.PETP3;1047257;-2391562;1050303;-2392943
P.REIP3;323607;-1744228;318462;-1741420
P.RH5P3;1044650;-2273924;1049251;-2274663
P.RHIP3;1047132;-2385154;1049647;-2381100
P.RHIP6;1057922;-2397822;1061040;-2400143
P.RHOP3;750977;-1745839;751002;-1747408
P.RIVP3;393009;-1760369;392691;-1762094
P.RO5P3;751131;-1999168;751131;-1999168
P.RO6P3;750881;-1999168;750881;-1999168
P.ROIP3;886140;-2236308;882845;-2236200
P.ROLP3;219392;-2462623;224520;-2461637
P.ROSP3;940803;-2455565;937118;-2455638
P.ROSP6;957381;-2459002;957681;-2450958
P.ROUP3;144338;-2370658;149988;-2368468
P.ROUP6;149668;-2375554;150484;-2358038
P.ROYP3;806239;-1987746;805961;-1983221
P.SACP3;830221;-2145089;832541;-2146462
P.SALP3;680921;-1996602;674460;-1997617
P.SAMP4;758017;-2576086;760661;-2577898
P.SAMP6;749055;-2572126;758589;-2568983
P.SAOP3;735214;-2216685;732475;-2214169
P.SE5P3;783398;-2091518;782054;-2096954
P.SEPP4;464335;-2556803;469482;-2560488
P.SEPP6;467463;-2552358;467539;-2559306
P.SI1P3;944317;-2480027;944399;-2481047
P.SI4P3;934660;-2487166;934742;-2488185
P.SIMP3;465708;-1821508;477177;-1808092
P.SIMP6;453489;-1821002;441247;-1817409
P.TEMP3;750431;-2055063;751265;-2056139
P.TERP3;769127;-2539595;769023;-2536881
P.TRIP6;671667;-1764577;677770;-1766113
P.VARP3;974424;-1803548;971066;-1802455
P.VAUP3;901289;-2222051;903629;-2217720
P.VEYP1;712533;-1957380;712533;-1957380
P.VEYP3;713033;-1957380;708701;-1960031
P.VILP6;849776;-2287753;851076;-2293068
